Year,Make,Model,Price
2023,Volvo,S60 B5 AWD Core Black Edition,"£45,250.00"
2023,Volvo,S60 B5 AWD Plus Dark Theme,"£46,300.00"
2023,Volvo,S60 B5 AWD Plus Black Edition,"£47,950.00"
2023,Volvo,S60 B5 AWD Ultimate Dark Theme,"£49,050.00"
2023,Volvo,S60 B5 AWD Ultimate Bright Theme,"£49,050.00"
2023,Volvo,S60 B5 AWD Ultimate Black Edition,"£50,300.00"
2023,Volvo,S60 Recharge T8 Core Plug-In Hybrid,"£51,250.00"
2023,Volvo,XC60 Recharge,"£57,200.00"
2023,Volvo,V90 Cross Country,"£58,450.00"
2023,Volvo,V60 Cross Country,"£48,800.00"
2023,Volvo,S60,"£41,300.00"
2023,Volvo,XC90 B5 Core,"£56,000.00"
2023,Volvo,EX90 Pure Electric,"£80,000.00"
2023,Volvo,C40 Recharge Pure Electric Twin Plus P8 eAWD,"£56,850.00"
2023,Volvo,XC40 Recharge LR,"£55,330.00"
2023,Volvo,XC40,"£46,500.00"
2023,Volvo,EX90 LR,"£113,940.00"
2023,Mini,Cooper S Countryman,"£31,900.00"
2023,Mini,Cooper Hardtop,"£23,400.00"
2023,Mini,John Cooper Works Countryman,"£41,500.00"
2023,Mini,Cooper Countryman Plug-in Hybrid,"£41,500.00"
2023,Mini,John Cooper Works Clubman,"£39,500.00"
2023,Mini,Cooper Clubman,"£29,900.00"
2023,Mini,Countryman,"£30,000.00"
2023,Mini,Countryman Cooper SE ALL4 Untamed Edition,"£42,500.00"
2023,Mini,Cooper Convertible,"£28,400.00"
2023,Mini,Hardtop John Cooper Works,"£35,900.00"
2023,Mini,Cooper Countryman ALL4,"£31,600.00"
2023,Mini,John Cooper Works Classic Convertible,"£38,900.00"
2023,Mini,Cooper S Countryman ALL4,"£37,500.00"
2023,Mini,Cooper S Hardtop 2-Door,"£26,900.00"
2023,Mini,Cooper Hardtop 4-Door,"£24,400.00"
2023,Mini,Cooper S Classic Hardtop 4-Door,"£27,900.00"
2023,Mini,Cooper S Hardtop 4-Door,"£27,900.00"
2023,Mini,Cooper Hardtop 2-Door,"£23,400.00"
2023,Mini,Cooper S Classic Hardtop 2-Door,"£26,900.00"
2023,Mini,Cooper Classic Hardtop 4-Door,"£24,400.00"
2023,Mini,Cooper Electric Hardtop,"£29,900.00"
2023,Mini,Cooper Hardtop Cooper Classic 2 Door,"£23,400.00"
2023,Mini,Cooper S Classic Countryman ALL4,"£33,900.00"
2023,Mini,Clubman Cooper S Classic ALL4 Clubman,"£32,900.00"
2023,Mini,Cooper SE Hardtop,"£33,900.00"
2023,Mini,Cooper SE Signature Hardtop,"£29,900.00"
2023,Acura,MDX 3.5L with Technology Package SH-AWD,"£56,450.00"
2023,Acura,RDX A-Spec Package SH-AWD,"£49,400.00"
2023,Acura,TLX Type S Performance Tire,"£56,350.00"
2023,Acura,ZDX Type S,"£64,500.00"
2023,Acura,ILX Premium & A-Spec Package,"£31,300.00"
2023,Acura,MDX 3.5L Technology,"£53,750.00"
2023,Acura,TLX Advance Package,"£51,050.00"
2023,Acura,MDX,"£49,050.00"
2023,Acura,TLX Type S PMC Edition,"£66,990.00"
2023,Acura,MDX SH-AWD With Technology Package,"£55,950.00"
2023,Acura,RDX PMC Edition,"£54,300.00"
2023,Acura,Integra Manual,"£35,800.00"
2023,Acura,Integra A-Spec Tech Package,"£36,300.00"
2023,Acura,Integra A-Spec Package,"£33,300.00"
2023,Acura,TLX 2.0T,"£39,850.00"
2023,Acura,TLX Technology Package,"£43,850.00"
2023,Acura,TLX A-Spec Package,"£46,600.00"
2023,Acura,Integra Base,"£31,300.00"
2023,Acura,MDX 3.5L SH-AWD,"£51,250.00"
2023,Acura,RDX Technology Package AWD,"£45,150.00"
2023,Acura,RDX SH-AWD,"£42,500.00"
2023,Acura,MDX Type S with Advance Package,"£73,200.00"
2023,Acura,MDX ILX,"£33,200.00"
2023,Acura,Nsx Sh-Awd,"£170,500.00"
2023,Acura,MDX 3.5L with Technology Package,"£54,250.00"
2023,Acura,MDX 3.5L with A-Spec Package,"£59,950.00"
2023,Acura,MDX Type S,"£67,850.00"
2023,Acura,RDX A-Spec Package,"£47,200.00"
2023,Acura,MDX 3.5L,"£49,050.00"
2023,Acura,RDX A-Spec Advance Package,"£53,550.00"
2023,Fiat,500e,"£52,500.00"
2023,Fiat,E-Scudo,"£37,990.00"
2023,Fiat,600e,"£39,000.00"
2023,Fiat,Topolino,"£17,500.00"
2023,Fiat,Abarth 500e,"£36,000.00"
2023,Fiat,500 Icon,"£22,440.00"
2023,Fiat,500X,"£28,300.00"
2023,Fiat,500X Yacht Club Capri,"£29,610.00"
2023,Fiat,500X Pop,"£28,900.00"
2023,Fiat,500X Trekking,"£29,400.00"
2023,Fiat,500X Sport,"£31,950.00"
2023,Fiat,500x Trekking Plus,"£32,860.00"
2023,Fiat,Trekking Plus,"£32,860.00"
2023,Genesis,GV60 Performance AWD,"£67,900.00"
2023,Genesis,GV60 AWD,"£58,900.00"
2023,Genesis,GV60 RWD,"£59,400.00"
2023,Genesis,G90 3.5T,"£88,400.00"
2023,Genesis,G70,"£39,400.00"
2023,Genesis,GV80 3.5T Advanced Plus,"£70,850.00"
2023,Genesis,GV80 3.5T Advanced Plus AWD,"£70,850.00"
2023,Genesis,G90 3.5T e-SC,"£98,700.00"
2023,Genesis,G80,"£50,000.00"
2023,Genesis,GV80,"£55,800.00"
2023,Genesis,GV70,"£43,150.00"
2023,Genesis,GV60 Performance,"£68,290.00"
2023,Genesis,GV60 Advanced,"£59,290.00"
2023,Genesis,G80 2.5T AWD,"£51,400.00"
2023,Genesis,G70 3.3T AWD,"£46,750.00"
2023,Genesis,G70 2.0T AWD,"£41,250.00"
2023,Genesis,GV80 Prestige Signature,"£78,200.00"
2023,Genesis,GV60 Sport,"£63,390.00"
2023,Genesis,GV60 Sports Plus,"£80,650.00"
2023,Genesis,GV60 Premium,"£60,680.00"
2023,Genesis,G90 5.0L Ultimate AWD,"£83,200.00"
2023,Genesis,GV70 2.5T AWD,"£41,500.00"
2023,Genesis,GV80 2.5T AWD,"£55,550.00"
2023,Genesis,G90 3.3T Premium,"£75,950.00"
2023,Genesis,GV70 2.5T,"£43,150.00"
2023,Genesis,Electrified G80,"£79,820.00"
2023,Genesis,GV70 Sport,"£43,990.00"
2023,Genesis,GV80 2.5T,"£55,800.00"
2023,Genesis,GV80 3.5T,"£62,950.00"
2023,Genesis,GV80 3.5T Prestige Signature,"£77,700.00"
2023,Genesis,G90 5.0L Ultimate,"£79,700.00"
2023,Genesis,G80 2.5T,"£50,000.00"
2023,Genesis,G90,"£88,400.00"
2023,Genesis,Electrified GV70,"£65,000.00"
2023,Genesis,G70 3.3T,"£44,900.00"
2023,Buick,Electra E4 GS Crossover,"£36,200.00"
2023,Buick,Electra E4,"£26,490.00"
2023,Buick,Electra E5 Avenir,"£40,700.00"
2023,Buick,Encore Preferred,"£26,100.00"
2023,Buick,Envista Avenir,"£25,000.00"
2023,Buick,Electra E5,"£30,500.00"
2023,Buick,LaCrosse,"£23,490.00"
2023,Buick,Envista,"£21,850.00"
2023,Buick,Encore GX Preferred,"£25,900.00"
2023,Buick,Envision,"£31,700.00"
2023,Buick,Enclave,"£44,800.00"
2023,Buick,Encore GX,"£25,900.00"
2023,Buick,Envision Preferred AWD,"£35,350.00"
2023,Buick,Encore GX Essence AWD,"£30,600.00"
2023,Buick,Encore GX Select AWD,"£27,800.00"
2023,Buick,Enclave Avenir,"£57,470.00"
2023,Buick,Encore GX Select,"£27,300.00"
2023,Buick,Encore GX Essence,"£30,500.00"
2023,Buick,Enclave Premium AWD,"£52,000.00"
2023,Buick,Envision Essence,"£37,500.00"
2023,Buick,Enclave Essence AWD,"£45,000.00"
2023,Buick,Envision Preferred,"£33,400.00"
2023,Buick,Enclave Avenir AWD,"£57,300.00"
2023,Buick,Encore GX Preferred AWD,"£26,400.00"
2023,Buick,Envision Essence AWD,"£37,600.00"
2023,Buick,Envision Avenir,"£45,660.00"
2023,Buick,Encore Preferred AWD,"£26,820.00"
2023,Buick,Envision Avenir AWD,"£45,760.00"
2023,Buick,Enclave Essence,"£44,800.00"
2023,Buick,Enclave Premium,"£52,035.00"
2023,Buick,Enclave Preferred,"£58,100.00"
2023,Tesla,Model S LR,"£88,500.00"
2023,Tesla,Model X LR Plus,"£98,500.00"
2023,Tesla,Model 3 LR AWD,"£47,240.00"
2023,Tesla,Model 3 LR RWD,"£58,430.00"
2023,Tesla,Model Y SR Plus RWD 60kWh,"£60,000.00"
2023,Tesla,Cybertruck,"£39,900.00"
2023,Tesla,Model S,"£94,990.00"
2023,Tesla,Model 3,"£43,990.00"
2023,Tesla,Semi Long Range,"£195,200.00"
2023,Tesla,Cybertruck Single Motor RWD,"£39,900.00"
2023,Tesla,Model 3 Long Range AWD,"£58,990.00"
2023,Tesla,Model X Standard Range plus AWD,"£99,990.00"
2023,Tesla,Model 3 Performance AWD,"£60,990.00"
2023,Tesla,Model X Long Range AWD,"£106,990.00"
2023,Tesla,Cybertruck Tri Motor AWD,"£69,900.00"
2023,Tesla,Cybertruck Dual Motor AWD,"£49,900.00"
2023,Tesla,Model Y Standard Range,"£43,990.00"
2023,Tesla,Model X,"£109,990.00"
2023,Tesla,Model S Plaid,"£114,990.00"
2023,Tesla,Model S Long Range,"£96,990.00"
2023,Tesla,Model 3 Performance,"£53,990.00"
2023,Tesla,Model Y,"£60,000.00"
2023,Tesla,Model 3 Standard Plus,"£44,990.00"
2023,Tesla,Model 3 Standard Plus RWD,"£60,900.00"
2023,Tesla,Model Y Long Range,"£52,990.00"
2023,Tesla,Model X Performance,"£107,990.00"
2023,Tesla,Model S Performance,"£104,990.00"
2023,Tesla,S Performance,"£104,990.00"
2023,Tesla,X Performance,"£120,990.00"
2023,Tesla,Model 3 Long Range,"£51,990.00"
2023,Tesla,Model X Plaid,"£119,990.00"
2023,Tesla,Model X Long Range,"£107,990.00"
